map,mode,matchID,duration,result,isPresentAtEnd,kills,ekiadRatio,rankAtEnd,shotsLanded,highestMultikill,ekia,score,headshots,assists,scorePerMinute,deaths,damageDealt,shotsMissed,multikills,highestStreak,hits,timePlayed,suicides,timePlayedAlive,objectives,shotsFired
mp_tundra,koth_cdl,1.28E+19,636000,loss,1,16,0.689655172,103,107,0,20,1850,0,4,160.6367583,29,2921,477,0,3,107,691,0,515,17,584
mp_moscow,koth_cdl,1.33E+18,486000,loss,1,11,0.545454545,102,55,2,12,1490,3,1,166.1710037,22,1941,207,1,2,55,538,0,394,13,262
mp_tank,koth_cdl,1.13E+18,727000,win,1,16,0.782608696,102,95,0,18,2040,2,3,155.3299492,23,2604,388,0,3,95,788,0,632,21,483
mp_kgb,koth_cdl,1.62E+19,531000,win,1,7,0.923076923,102,36,0,12,1190,1,5,121.6354344,13,1140,161,0,2,36,587,0,468,12,197
mp_kgb,control_cdl,9.17E+18,1005000,loss,1,20,0.892857143,102,111,2,25,4175,2,5,235.2112676,28,3583,350,3,3,113,1065,0,727,18,461
mp_tank,control_cdl,1.08E+19,967000,win,1,9,0.441176471,104,77,2,15,1950,1,6,115.727003,34,2217,402,1,2,78,1011,0,677,12,479
mp_tank,koth_cdl,1.15E+19,648000,loss,1,20,0.92,104,105,2,23,2295,2,3,195.3191489,25,3032,343,1,2,105,705,0,546,14,448
mp_moscow,koth_cdl,6.25E+18,679000,win,1,14,0.75,103,85,2,18,2290,0,4,188.4773663,24,2551,332,1,2,85,729,0,579,20,417
mp_raid_rm,koth_cdl,1.40E+19,579000,loss,1,17,0.575757576,107,107,2,19,2500,2,2,235.1097179,33,2921,386,2,2,108,638,0,443,18,493
mp_raid_rm,koth_cdl,5.36E+18,646000,win,1,18,0.851851852,106,115,2,23,2240,4,5,193.381295,27,3039,486,1,3,115,695,0,529,24,601
mp_tundra,koth_cdl,8.88E+18,542000,loss,1,16,0.677419355,106,95,2,21,2250,4,5,228.8135593,31,2812,364,2,2,95,590,0,413,28,459
mp_tundra,koth_cdl,3.11E+18,670000,loss,1,21,0.742857143,106,132,2,26,3320,4,5,276.6666667,35,3776,541,1,3,132,720,0,527,29,673
mp_kgb,control_cdl,4.64E+18,573000,win,1,6,0.666666667,105,51,2,10,1650,0,4,157.8947368,15,1535,191,1,2,53,627,0,413,7,242
mp_raid_rm,control_cdl,5.60E+18,634000,win,1,8,0.933333333,105,54,0,14,2440,2,6,212.7906977,15,1656,230,0,2,54,688,0,504,9,284
mp_kgb,control_cdl,1.07E+19,1005000,loss,1,23,1.041666667,105,134,2,25,3775,2,2,212.0786517,24,3751,463,1,3,134,1068,0,770,25,597
mp_tank,control_cdl,8.10E+18,443000,win,1,5,1.6,104,28,0,8,2150,0,3,256.4612326,5,860,110,0,1,29,503,0,346,7,138
mp_tundra,koth_cdl,1.77E+19,640000,win,1,16,0.769230769,108,95,2,20,1470,4,4,128.9473684,26,2812,354,2,2,95,684,0,523,19,449
mp_miami,sd_cdl,6.86E+18,641000,loss,1,3,0.5,108,14,0,3,300,0,0,25.45968883,6,450,34,0,1,14,707,0,311,2,48
mp_kgb,control_cdl,1.19E+19,465000,loss,1,4,0.3125,108,22,0,5,425,0,1,49.13294798,16,657,142,0,2,22,519,0,334,5,164
mp_tank,sd_cdl,1.80E+19,488000,loss,1,6,1,107,21,0,6,775,1,0,88.40304183,6,757,62,0,2,22,526,0,260,4,83
mp_kgb,control_cdl,1.59E+18,654000,loss,1,14,0.772727273,107,92,2,17,3200,2,3,271.9546742,22,2567,284,1,2,93,706,0,458,14,376
mp_moscow,sd_cdl,1.20E+19,702000,loss,1,3,1,70,13,0,5,300,1,2,28.25745683,5,539,97,0,1,13,637,0,345,2,110
mp_moscow,koth_cdl,1.27E+19,358000,loss,1,1,0.117647059,107,23,0,2,235,0,1,34.9009901,17,754,94,0,1,23,404,0,290,3,117
mp_moscow,koth_cdl,1.38E+19,658000,loss,1,15,0.8,110,95,2,20,2155,1,5,178.3448276,25,3316,336,2,4,96,725,0,554,20,431
mp_tank,koth_cdl,1.72E+19,509000,loss,1,14,0.703703704,109,95,2,19,2130,2,5,224.6045694,27,2645,341,1,3,95,569,0,397,19,436
mp_raid_rm,koth_cdl,1.65E+19,766000,win,1,20,0.852941176,109,151,2,29,2780,3,9,199.2831541,34,4050,591,2,3,151,837,0,620,30,742
mp_tundra,koth_cdl,1.53E+19,530000,win,1,15,1.2,109,90,2,24,2155,0,9,222.1649485,20,2636,404,1,4,90,582,1,434,21,494
mp_moscow,koth_cdl,2.13E+18,601000,loss,,0,0,108,2,0,0,30,0,0,15.92920354,2,76,4,0,0,2,113,0,68,0,6
mp_tundra,koth_cdl,8.00E+18,602000,loss,1,14,0.724137931,108,94,2,21,2410,1,8,222.4615385,29,2863,405,1,3,94,650,0,482,26,499
mp_raid_rm,control_cdl,6.95E+17,482000,loss,1,6,0.333333333,114,41,0,6,1425,0,0,156.0218978,18,1368,214,0,2,42,548,0,332,4,255
mp_tank,control_cdl,1.81E+19,711000,loss,1,2,0.115384615,113,18,0,3,675,0,1,53.28947368,26,542,105,0,1,19,760,0,512,3,123
mp_kgb,sd_cdl,1.29E+19,807000,loss,1,8,1.285714286,113,39,0,9,1475,1,1,103.6299766,7,1380,111,0,5,39,854,0,354,7,150
mp_kgb,control_cdl,1.44E+19,372000,win,1,3,1.333333333,113,17,0,4,2450,0,1,344.2622951,3,570,58,0,3,18,427,0,288,7,75
mp_kgb,sd_cdl,4.29E+18,549000,loss,1,4,0.571428571,113,24,0,4,325,1,0,32.82828283,7,795,68,0,2,24,594,0,240,3,92
mp_kgb,sd_cdl,1.13E+19,759000,win,1,2,0.5,112,19,0,3,150,0,1,11.08374384,6,666,73,0,1,21,812,0,327,1,92
mp_raid_rm,control_cdl,1.26E+19,653000,loss,1,14,0.695652174,112,86,2,16,2425,1,2,206.970128,23,2622,270,2,2,86,703,0,487,10,356
mp_tank,control_cdl,1.09E+19,931000,loss,1,16,0.740740741,112,78,2,20,2500,0,4,151.2096774,27,2429,294,1,2,79,992,0,668,15,372
mp_moscow,koth_cdl,1.14E+18,697000,win,1,20,1.285714286,112,124,2,27,2945,5,7,240.4081633,21,3641,450,2,5,124,735,0,592,23,574
mp_tundra,koth_cdl,6.11E+18,512000,win,1,13,0.952380952,111,81,2,20,1675,2,7,173.5751295,21,2619,340,1,3,81,579,0,424,13,421
mp_tank,sd_cdl,1.77E+19,804000,win,,0,0,111,1,0,0,0,0,0,0,1,38,2,0,0,1,94,0,25,0,3
mp_raid_rm,control_cdl,8.26E+18,970000,loss,1,10,0.459459459,111,84,0,17,2225,1,7,131.0107949,37,2425,408,0,1,84,1019,1,714,11,492
mp_tank,control_cdl,7.59E+18,1021000,loss,1,16,0.7,110,92,2,21,4925,1,5,275.6529851,30,2830,398,2,5,94,1072,0,742,15,490
mp_sm_finance,conf,7.06E+18,360000,win,1,16,1.285714286,115,56,2,18,2550,1,2,344.5945946,14,2803,155,1,3,65,444,0,326,14,211
mp_raid_rm,control_cdl,6.45E+18,560000,loss,1,5,0.318181818,115,47,2,7,1875,1,2,179.1401274,22,1324,173,1,2,48,628,0,371,3,220
mp_miami,sd_cdl,1.20E+19,490000,loss,1,2,0.333333333,115,20,0,2,100,0,0,11.23595506,6,664,59,0,1,22,534,0,187,1,79
mp_raid_rm,sd_cdl,4.85E+18,855000,loss,1,4,0.5,114,23,0,4,525,0,0,34.76821192,8,794,86,0,2,23,906,0,459,4,109
mp_express_rm,sd_cdl,1.79E+18,778000,loss,,0,0,114,0,0,0,0,0,0,0,1,0,0,0,0,0,224,0,163,0,0
mp_moscow,koth_cdl,8.19E+18,724000,loss,1,18,0.793103448,114,122,2,23,2410,1,5,184.4387755,29,3298,492,2,3,122,784,0,596,24,614
mp_tank,koth_cdl,3.86E+18,423000,win,1,3,0.5,114,25,0,5,1505,0,2,193.776824,10,668,88,0,1,25,466,0,380,10,113
mp_raid_rm,control_cdl,1.63E+19,507000,win,1,7,1.125,117,45,0,9,2265,1,2,249.3577982,8,1418,131,0,4,45,545,0,400,7,176
mp_kgb,koth_cdl,1.19E+19,661000,loss,1,10,0.692307692,116,98,0,18,1615,2,8,137.8378378,26,2644,359,0,2,98,703,0,549,15,457
mp_miami,sd_cdl,1.67E+19,698000,loss,1,1,0.166666667,113,11,0,1,100,0,0,8.438818565,6,356,27,0,1,11,711,0,335,0,38
mp_kgb,control_cdl,3.98E+18,551000,loss,1,10,0.736842105,116,66,2,14,1525,3,4,154.5608108,19,2133,279,1,2,66,592,0,391,12,345
mp_express_rm,sd_cdl,1.45E+19,703000,win,1,6,1.5,116,37,2,6,675,0,0,53.92809587,4,1050,110,1,2,39,751,0,306,3,147
mp_kgb,control_cdl,1.59E+19,430000,win,1,10,3,116,49,2,12,2125,1,2,268.4210526,4,1470,138,1,4,49,475,0,345,12,187
mp_apocalypse,koth_cdl,4.29E+18,405000,loss,1,9,0.7,115,63,2,14,800,3,5,104.3478261,20,1912,266,1,2,63,460,1,319,9,329
mp_kgb,control_cdl,1.03E+19,299000,win,1,3,1,119,20,0,5,1800,0,2,322.3880597,5,588,68,0,2,20,335,0,216,9,88
mp_kgb,koth_cdl,5.25E+18,566000,win,1,13,1.176470588,119,72,2,20,2085,2,7,194.5567652,17,2378,267,1,5,72,643,0,485,15,339
mp_raid_rm,tdm,8.53E+18,513000,win,1,13,1.125,119,77,2,18,1975,2,5,206.0869565,16,2369,275,1,3,77,575,0,466,0,352
mp_tundra,dm,9.41E+18,408000,loss,1,15,0.642857143,118,46,0,18,2825,4,0,380.044843,28,2129,214,0,2,46,446,0,336,0,260
mp_kgb,tdm,3.94E+18,601000,loss,1,11,0.5,118,80,0,14,1470,1,3,132.2338831,28,2886,364,0,2,80,667,0,532,0,444
mp_black_sea,conf,9.06E+18,468000,win,1,7,0.666666667,118,39,0,8,1730,0,1,197.7142857,12,1141,167,0,3,39,525,0,441,12,206
mp_satellite,dm,3.11E+18,584000,,1,13,0.772727273,118,67,2,17,2450,3,0,243.3774834,22,2582,280,1,3,67,604,0,493,0,347
mp_sm_finance,conf,9.74E+18,360000,loss,1,13,1.181818182,117,54,0,13,2475,0,0,363.0806846,11,1860,205,0,3,54,409,0,330,13,259
mp_express_rm,sd_cdl,1.12E+18,503000,loss,1,0,0,117,11,0,0,0,0,0,0,6,389,41,0,0,13,570,0,198,0,52
mp_raid_rm,control_cdl,1.65E+19,543000,win,1,12,1.5,117,76,0,15,2750,0,3,278.2462057,10,2515,284,0,3,76,593,0,426,10,360
mp_raid_rm,sd_cdl,5.48E+18,707000,loss,1,2,0.285714286,117,9,0,2,200,0,0,16.10738255,7,432,19,0,1,9,745,0,240,1,28
mp_raid_rm,control_cdl,1.12E+19,326000,loss,1,5,0.277777778,120,30,0,5,1150,1,0,178.2945736,18,951,106,0,1,32,387,0,202,1,136
mp_kgb,control_cdl,1.77E+19,974000,loss,1,17,0.9,120,133,0,27,3450,4,10,202.1484375,30,4001,387,0,4,133,1024,0,693,22,520
mp_raid_rm,control_cdl,5.76E+18,490000,win,1,6,1.166666667,120,14,0,7,3100,0,1,345.7249071,6,896,80,0,1,14,538,1,391,10,94
mp_raid_rm,koth_cdl,7.25E+18,525000,loss,1,4,0.275862069,120,29,0,8,665,2,4,70,29,1034,169,0,1,29,570,0,408,9,198
mp_kgb,koth_cdl,1.04E+19,561000,loss,1,10,0.423076923,122,59,0,11,1605,2,1,154.3269231,26,1585,267,0,1,59,624,0,445,16,326
mp_miami,sd_cdl,6.60E+18,1206000,loss,1,5,0.6,121,27,0,6,400,1,1,19.27710843,10,805,125,0,3,27,1245,0,588,1,152
mp_kgb,control_cdl,7.56E+18,655000,loss,1,14,0.894736842,121,84,2,17,1950,1,3,163.8655462,19,2550,252,1,3,84,714,0,489,14,336
mp_kgb,control_cdl,1.45E+19,461000,win,1,2,0.666666667,121,31,0,8,1600,1,6,189.3491124,12,986,185,0,1,32,507,0,347,5,216
mp_raid_rm,sd_cdl,1.10E+19,418000,loss,1,3,0.5,120,17,0,3,375,0,0,49.01960784,6,635,40,0,1,19,459,0,177,1,57
mp_sm_central,tdm,6.00E+18,329000,loss,1,17,0.954545455,122,105,2,21,2450,5,4,400.5449591,22,3499,328,1,3,105,367,0,275,0,433
mp_raid_rm,control_cdl,1.65E+19,382000,loss,1,2,0.272727273,123,15,0,3,600,0,1,78.77461707,11,702,93,0,1,15,457,0,269,2,108
mp_tank,koth_cdl,7.82E+18,597000,win,1,13,1,123,69,0,21,1605,4,8,147.2477064,21,2353,235,0,3,70,654,0,509,19,304
mp_raid_rm,sd_cdl,2.26E+18,567000,win,1,1,0.142857143,123,5,0,1,200,0,0,19.60784314,7,150,26,0,1,5,612,0,217,2,31
mp_raid_rm,koth_cdl,1.81E+19,597000,win,1,15,1.25,123,61,2,20,2340,0,5,218.0124224,16,2226,245,1,3,61,644,1,502,21,306
mp_moscow,koth_cdl,4.18E+18,762000,loss,1,21,0.833333333,122,102,2,25,2705,2,4,195.5421687,30,3179,380,1,3,102,830,0,640,24,482
mp_tank,control_cdl,4.28E+18,392000,win,1,3,1,122,11,0,3,1100,0,0,165.4135338,3,450,76,0,1,11,399,0,295,3,87
mp_miami,sd_cdl,7.46E+18,694000,loss,1,3,0.428571429,64,18,0,3,250,0,0,21.30681818,7,570,83,0,1,19,704,0,412,1,101
mp_raid_rm,control_cdl,9.71E+18,695000,loss,1,10,0.590909091,126,61,0,13,2300,2,3,186.4864865,22,1966,248,0,2,62,740,0,495,12,309
mp_moscow,sd_cdl,8.37E+18,596000,loss,1,1,0.166666667,126,11,0,1,200,0,0,18.57585139,6,367,45,0,1,12,646,0,208,1,56
mp_sm_berlin_tunnel,dom,9.58E+18,221000,loss,1,0,0,126,0,0,0,0,0,0,0,3,0,5,0,0,0,96,0,58,0,5
mp_miami,tdm,3.14E+18,600000,loss,1,4,0.25,126,23,0,4,300,0,0,26.74591382,16,690,182,0,1,23,673,0,529,0,205
mp_apocalypse,dm,1.54E+19,367000,,1,1,0.0625,125,0,0,1,100,0,0,14.74201474,16,180,96,0,1,1,407,0,285,0,96
mp_raid_rm,control_cdl,1.28E+19,700000,loss,1,11,0.608695652,125,65,0,14,2825,0,4,223.6147757,23,2322,210,0,2,65,758,0,489,12,275
mp_apocalypse,koth_cdl,3.92E+18,631000,loss,1,6,0.28125,125,44,0,9,1145,1,3,101.9287834,32,1378,188,0,1,44,674,0,503,10,232
mp_kgb,control_cdl,7.55E+18,708000,win,1,12,0.777777778,125,70,2,14,3275,1,2,260.9561753,18,2061,260,1,2,72,753,0,528,12,330
mp_kgb,koth_cdl,1.70E+19,726000,win,1,20,0.8125,124,126,2,26,2410,3,6,186.1003861,32,3744,510,2,3,127,777,0,591,23,636
mp_raid_rm,control_cdl,6.10E+18,1056000,win,1,17,0.740740741,124,72,2,20,4725,4,3,257.493188,27,2707,265,1,4,72,1101,0,783,15,337
mp_raid_rm,control_cdl,2.94E+18,1057000,loss,1,22,0.888888889,128,100,2,24,4750,5,2,254.2372881,27,3695,371,1,3,100,1121,0,794,20,471
mp_express_rm,vip,9.42E+17,567000,win,1,0,0,127,2,0,0,25,0,0,2.467105263,3,60,38,0,0,2,608,0,285,0,40
mp_tundra,koth,2.78E+18,530000,win,1,5,0.217391304,127,31,0,5,520,0,0,53.60824742,23,764,278,0,1,31,582,0,471,2,309
mp_raid_rm,sd_cdl,1.67E+19,629000,loss,1,4,0.571428571,126,21,2,4,575,1,0,51.8018018,7,684,87,1,2,21,666,0,277,4,108
mp_express_rm,sd_cdl,8.62E+18,906000,loss,1,5,0.888888889,134,25,2,8,525,0,3,32.54132231,9,1101,114,1,2,26,968,0,364,5,139
mp_kgb,control_cdl,3.90E+18,606000,win,1,18,1.75,133,70,2,21,3475,1,3,311.6591928,12,2927,236,3,4,71,669,0,472,17,306
mp_kgb,koth_cdl,1.71E+19,698000,win,1,10,0.653846154,132,69,0,17,2010,3,7,161.6621984,26,2060,330,0,2,69,746,0,587,18,399
mp_raid_rm,control_cdl,4.63E+18,714000,loss,1,8,0.409090909,132,45,0,9,2700,1,1,214.5695364,22,1806,181,0,2,46,755,0,513,8,226
mp_raid_rm,control_cdl,2.66E+18,780000,loss,1,8,0.631578947,131,54,0,12,2750,1,4,191.4153132,19,1776,202,0,2,55,862,0,560,8,256
mp_raid_rm,sd_cdl,1.16E+19,478000,loss,1,1,0.2,76,14,0,1,50,0,0,7.194244604,5,486,49,0,1,15,417,0,172,0,63
mp_tank,control_cdl,2.72E+18,526000,loss,1,5,0.4,130,34,0,8,1300,1,3,134.2512909,20,1109,142,0,1,35,581,0,371,5,176
mp_kgb,control_cdl,1.82E+19,717000,win,1,7,0.4,130,38,0,8,1800,2,1,142.1052632,20,1098,130,0,1,38,760,0,525,9,168
mp_apocalypse,koth_cdl,9.69E+18,512000,loss,1,8,0.5,129,50,0,11,1265,2,3,135.5357143,22,1430,176,0,1,50,560,0,419,14,226
mp_cartel,koth,6.22E+18,492000,loss,1,11,0.653846154,129,69,0,17,1750,0,6,184.8591549,26,2199,230,0,1,69,568,0,422,11,299
mp_tundra,conf,9.31E+18,465000,win,,0,0,129,,0,0,0,0,0,0,0,0,,0,0,0,18,0,3,0,
mp_raid_rm,control_cdl,1.52E+19,477000,loss,1,0,0,128,10,0,0,425,0,0,49.13294798,19,360,149,0,0,11,519,0,319,1,159
mp_raid_rm,sd_cdl,1.35E+19,563000,loss,,4,1,138,31,0,4,225,0,0,29.03225806,4,940,112,0,2,31,465,0,179,2,143
mp_tank,koth_cdl,6.72E+18,612000,win,1,12,0.84,138,89,2,21,1885,3,9,169.5652174,25,2562,326,2,2,89,667,0,508,20,415
mp_miami,sd_cdl,5.87E+18,1003000,loss,1,5,0.6,137,29,0,6,450,0,1,25.93659942,10,839,95,0,2,29,1041,0,466,1,124
mp_tank,control_cdl,9.63E+18,546000,loss,1,19,1.5,137,86,0,21,2875,2,2,287.9799666,14,2857,309,0,4,86,599,0,425,13,395
mp_kgb,koth_cdl,3.76E+18,678000,win,1,18,0.958333333,136,81,2,23,3250,2,5,258.2781457,24,2974,310,1,2,81,755,0,573,17,391
mp_apocalypse,koth_cdl,4.70E+18,603000,win,1,18,1.142857143,135,96,2,24,3155,2,6,290.3374233,21,2912,267,2,6,96,652,0,508,26,363
mp_moscow,sd_cdl,2.42E+18,681000,win,1,3,0.666666667,134,15,0,4,250,1,1,20.6043956,6,469,65,0,1,16,728,0,265,3,80
mp_tank,control_cdl,1.13E+19,1101000,win,1,7,0.551724138,138,51,0,16,1250,5,9,65.6167979,29,1832,340,0,1,51,1143,0,819,7,391
mp_raid_rm,control_cdl,1.13E+19,1106000,loss,1,15,0.486486486,145,97,2,18,2925,3,3,153.6777583,37,2977,380,1,2,97,1142,0,805,13,477
mp_kgb,control_cdl,1.53E+18,530000,loss,1,3,0.333333333,144,30,0,6,1625,0,3,164.6959459,18,1058,93,0,1,30,592,0,367,4,123
mp_tank,control_cdl,4.29E+18,928000,win,1,20,1.2,144,105,3,24,4625,1,4,286.0824742,20,3434,272,1,6,106,970,2,715,15,377
mp_raid_rm,control_cdl,1.24E+19,1025000,win,1,22,1,144,89,2,28,4025,3,6,225.7009346,28,3893,360,1,4,89,1070,0,740,19,449
mp_tank,control_cdl,2.62E+18,599000,win,1,9,0.714285714,143,23,0,10,2525,1,1,228.1626506,14,1035,211,0,2,23,664,0,469,12,234
mp_moscow,koth_cdl,1.44E+19,753000,win,1,17,0.814814815,142,94,2,22,1630,3,5,121.641791,27,2826,412,1,2,94,804,0,632,15,506
mp_miami_strike,tdm,1.40E+19,547000,loss,1,13,0.764705882,142,65,0,13,1990,0,0,202.7164686,17,2528,170,0,3,65,589,0,495,0,235
mp_tank,control_cdl,1.06E+19,643000,loss,1,15,0.9,149,81,2,18,2200,2,3,190.7514451,20,2694,263,1,2,81,692,0,459,11,344
mp_kgb,koth_cdl,1.39E+19,491000,win,1,9,1.272727273,149,45,0,14,1525,1,5,167.8899083,11,1526,192,0,2,45,545,0,443,12,237
mp_tank,koth_cdl,8.64E+18,442000,loss,1,8,0.434782609,149,61,0,10,685,0,2,83.36713996,23,1706,224,0,2,61,493,0,344,11,285
mp_tank,koth_cdl,1.06E+19,782000,win,1,27,1.034482759,148,123,2,30,2755,4,3,199.6376812,29,3937,473,4,4,125,828,0,661,34,596
mp_kgb,control_cdl,6.01E+18,528000,loss,1,7,0.269230769,148,34,2,7,500,1,0,50.42016807,26,947,157,1,2,35,595,0,353,4,191
mp_kgb,sd_cdl,1.71E+19,756000,loss,1,11,1.857142857,148,45,2,13,1050,0,2,78.8485607,7,1802,129,1,3,45,799,0,387,10,174
mp_miami_strike,dom,1.32E+19,732000,win,1,20,0.6875,147,91,2,22,4265,2,2,329.7680412,32,3285,396,1,2,91,776,0,612,19,487
mp_sm_market,dom,1.83E+19,311000,loss,1,9,0.647058824,147,57,0,11,1925,1,2,319.0607735,17,1916,238,0,3,57,362,0,269,7,295
mp_apocalypse,dm,1.76E+19,535000,,1,19,1.2,147,93,2,24,3150,2,0,324.1852487,20,2912,340,1,3,93,583,0,485,0,433
mp_sm_berlin_tunnel,dom,6.50E+18,295000,win,1,9,0.75,146,65,0,12,1125,1,3,194.5244957,16,2041,292,0,2,65,347,0,254,8,357
mp_tundra,tdm,9.05E+18,528000,win,1,20,1.263157895,146,108,3,24,3490,2,4,358.5616438,19,3411,337,3,3,108,584,0,477,0,445
mp_raid_rm,tdm,4.44E+18,389000,win,1,12,1.875,146,39,3,15,2265,1,3,302.6726058,8,2057,111,1,4,39,449,0,368,0,150
mp_cartel,conf,2.36E+18,600000,win,1,16,1.538461538,145,87,0,20,3685,3,4,332.481203,13,3024,258,0,4,87,665,0,568,21,345
mp_miami,sd_cdl,9.97E+17,811000,loss,1,2,0.666666667,145,18,0,2,125,2,0,8.670520231,3,518,83,0,1,19,865,0,527,2,101
mp_express_rm,sd_cdl,5.50E+18,715000,loss,1,6,1,155,33,0,6,600,0,0,46.33204633,6,1132,97,0,3,35,777,0,334,3,130
mp_raid_rm,koth_cdl,1.37E+19,624000,win,1,13,0.739130435,155,85,2,17,1585,0,4,140.8888889,23,2568,381,1,2,85,675,0,527,22,466
mp_tank,koth_cdl,1.09E+19,587000,win,1,19,1.086956522,154,104,2,25,1920,5,6,181.9905213,23,3147,424,3,3,104,633,0,491,29,528
mp_kgb,control_cdl,1.33E+18,395000,win,1,3,1.333333333,154,25,0,4,1325,0,1,181.5068493,3,735,116,0,2,25,438,0,319,4,141
mp_kgb,control_cdl,6.21E+18,927000,win,1,17,0.857142857,154,103,0,24,2000,1,7,123.0769231,28,3268,436,0,4,105,975,0,696,18,539
mp_kgb,control_cdl,1.04E+19,605000,loss,1,7,0.333333333,153,61,2,8,1675,1,1,151.1278195,24,1772,206,1,2,61,665,0,431,6,267
mp_raid_rm,control_cdl,7.87E+18,555000,win,1,16,2,153,62,0,16,3125,2,0,314.5973154,8,2455,261,0,5,63,596,0,456,12,323
mp_raid_rm,sd_cdl,3.89E+18,844000,win,1,4,0.8,153,34,0,4,300,0,0,20.1793722,5,1208,134,0,2,34,892,0,344,1,168
mp_moscow,koth_cdl,1.27E+19,629000,loss,1,14,0.8,153,80,2,20,1275,4,6,112.0058565,25,2206,365,2,3,80,683,0,526,21,445
mp_moscow,sd_cdl,6.98E+18,749000,loss,1,1,0.333333333,152,8,0,2,50,0,1,3.826530612,6,324,27,0,1,9,784,0,327,1,35
mp_tank,tdm,3.98E+18,589000,win,1,9,1.083333333,152,62,0,13,1480,1,4,162.3400366,12,1722,284,0,3,62,547,0,465,0,346
mp_kgb,koth_cdl,1.07E+19,652000,win,1,26,1.12,152,107,2,28,2560,2,3,214.8251748,25,3850,394,3,4,107,715,0,549,31,501
mp_moscow,sd_cdl,1.83E+19,753000,win,1,5,1.25,152,24,0,5,325,0,0,24.62121212,4,844,76,0,2,25,792,0,361,0,100
mp_kgb,control_cdl,6.09E+18,409000,win,1,11,2.75,151,46,0,11,4225,1,0,551.0869565,4,1619,95,0,6,46,460,0,324,14,141
mp_moscow,sd_cdl,4.96E+18,527000,win,1,8,3.333333333,151,38,2,10,1175,0,2,123.2517483,3,1420,142,1,5,40,572,0,229,3,180
mp_tank,koth_cdl,1.17E+18,461000,loss,1,12,0.64,151,87,0,16,990,2,4,112.2873346,25,2580,291,0,2,87,529,0,359,13,378
mp_miami,sd_cdl,2.47E+18,699000,loss,1,3,0.8,151,25,0,4,225,0,1,21.98697068,5,837,92,0,2,26,614,0,329,2,117
mp_raid_rm,control_cdl,1.83E+19,855000,loss,1,23,0.962962963,151,127,0,26,3975,2,3,264.4124169,27,4272,478,0,4,127,902,0,633,17,605
mp_raid_rm,koth_cdl,1.68E+19,646000,loss,1,22,1.166666667,150,107,2,28,1955,3,6,167.8111588,24,3103,419,2,3,107,699,0,546,19,526
mp_kgb,sd_cdl,6.80E+18,659000,win,1,3,1,150,17,0,4,175,0,1,14.93598862,4,658,62,0,2,19,703,0,349,4,79
mp_miami_strike,tdm,5.54E+18,375000,win,1,5,1,155,22,0,8,575,1,3,150.6550218,8,943,92,0,2,23,229,0,165,0,114
mp_sm_market,tdm,1.94E+18,360000,win,1,11,1.333333333,158,50,2,12,2600,1,1,388.0597015,9,1846,185,1,6,51,402,0,339,0,235
mp_sm_market,conf,2.46E+18,361000,win,1,10,1,157,68,2,12,1905,1,2,274.1007194,12,2115,278,1,4,68,417,0,329,13,346
mp_moscow,dm,9.35E+18,529000,loss,1,7,0.583333333,157,50,0,7,925,0,0,108.1871345,12,1555,305,0,2,50,513,1,441,0,355
mp_apocalypse,koth_cdl,1.56E+19,671000,loss,1,13,0.551724138,157,71,0,16,1540,2,3,127.9778393,29,2160,364,0,2,71,722,0,546,20,435
mp_moscow,koth_cdl,1.06E+19,635000,loss,1,21,1.111111111,157,126,2,30,1900,4,9,165.4571843,27,3784,474,3,3,126,689,0,521,28,600
mp_tank,koth_cdl,2.42E+18,552000,win,1,20,1.529411765,156,97,2,26,2300,1,6,225.1223491,17,2923,372,2,4,97,613,0,476,27,469
mp_tank,control_cdl,1.38E+19,1154000,win,1,23,0.866666667,156,118,3,26,2750,3,3,137.1571072,30,4138,422,1,3,118,1203,0,853,21,540
mp_apocalypse,koth_cdl,8.65E+18,596000,win,1,13,0.833333333,158,82,2,20,1335,2,7,123.4206471,24,2422,360,1,4,82,649,0,497,21,442
mp_sm_game_show,dom,9.65E+18,300000,win,1,14,1.076923077,158,60,0,14,3150,4,0,544.6685879,13,1706,286,0,2,60,347,0,265,20,346
mp_mall,conf,1.77E+19,464000,loss,1,7,0.571428571,158,53,0,8,1310,1,1,149.7142857,14,1660,173,0,2,53,525,0,432,12,226
mp_tank,dm,1.31E+19,600000,loss,,3,0.428571429,158,23,0,3,300,0,0,79.6460177,7,702,117,0,1,23,226,0,182,0,140
mp_miami,sd_cdl,1.61E+19,815000,win,1,1,0.166666667,160,8,0,1,50,0,0,3.460207612,6,218,80,0,1,9,867,0,449,1,88
mp_raid_rm,sd_cdl,1.44E+19,815000,loss,1,3,0.333333333,160,29,0,3,150,1,0,10.52631579,9,870,118,0,1,29,855,0,297,0,147
mp_kgb,sd_cdl,1.01E+19,538000,loss,1,4,0.666666667,160,22,0,4,225,0,0,23.15608919,6,635,75,0,2,22,583,0,292,3,97
mp_tank,control_cdl,2.62E+18,590000,loss,1,3,0.222222222,160,26,0,4,1325,3,1,117.083947,18,873,147,0,1,27,679,0,449,4,173
mp_kgb,control_cdl,6.99E+18,728000,win,1,14,1,159,71,2,17,3000,5,3,234.0702211,17,2375,350,1,3,72,769,0,554,14,421
